Number,leaid11,STNAM,School.District,County_name,ALL_COHORT_1112,ALL_RATE_1112,ECD_COHORT_1112,ECD_RATE_1112,Percentage,Num_BGs_in_Tract,LAND_AREA,URBANIZED_AREA_POP_CEN_2010,URBAN_CLUSTER_POP_CEN_2010,RURAL_POP_CEN_2010,pct_URBANIZED_AREA_POP_CEN_2010,pct_URBAN_CLUSTER_POP_CEN_2010,pct_RURAL_POP_CEN_2010,pct_Males_CEN_2010,pct_Males_ACS_08_12,pct_Males_ACSMOE_08_12,pct_Females_CEN_2010,pct_Females_ACS_08_12,pct_Females_ACSMOE_08_12,pct_Tot_GQ_CEN_2010,pct_Inst_GQ_CEN_2010,pct_Non_Inst_GQ_CEN_2010,pct_Pop_5yrs_Over_ACS_08_12,pct_Pop_5yrs_Over_ACSMOE_08_12,pct_Othr_Lang_ACS_08_12,pct_Othr_Lang_ACSMOE_08_12,pct_Age5p_Only_Eng_ACS_08_12,pct_Age5p_Only_Eng_ACSMOE_08_12,pct_Pop_25yrs_Over_ACS_08_12,pct_Pop_25yrs_Over_ACSMOE_08_12,pct_Not_HS_Grad_ACS_08_12,pct_Not_HS_Grad_ACSMOE_08_12,pct_College_ACS_08_12,pct_College_ACSMOE_08_12,pct_Pov_Univ_ACS_08_12,pct_Pov_Univ_ACSMOE_08_12,pct_Prs_Blw_Pov_Lev_ACS_08_12,pct_Prs_Blw_Pov_Lev_ACSMOE_08_12,pct_Civ_emp_16p_ACS_08_12,pct_Civ_emp_16p_ACSMOE_08_12,pct_Civ_unemp_16p_ACS_08_12,pct_Civ_unemp_16p_ACSMOE_08_12,pct_Pop_1yr_Over_ACS_08_12,pct_Pop_1yr_Over_ACSMOE_08_12,pct_Diff_HU_1yr_Ago_ACS_08_12,pct_Diff_HU_1yr_Ago_ACSMOE_08_12,pct_Born_US_ACS_08_12,pct_Born_US_ACSMOE_08_12,pct_Born_foreign_ACS_08_12,pct_Born_foreign_ACSMOE_08_12,pct_US_Cit_Nat_ACS_08_12,pct_US_Cit_Nat_ACSMOE_08_12,pct_NON_US_Cit_ACS_08_12,pct_NON_US_Cit_ACSMOE_08_12,pct_ENG_VW_SPAN_ACS_08_12,pct_ENG_VW_SPAN_ACSMOE_08_12,pct_ENG_VW_INDOEURO_ACS_08_12,pct_ENG_VW_INDOEURO_ACSMOE_08_12,pct_ENG_VW_API_ACS_08_12,pct_ENG_VW_API_ACSMOE_08_12,pct_ENG_VW_OTHER_ACS_08_12,pct_ENG_VW_OTHER_ACSMOE_08_12,pct_ENG_VW_ACS_08_12,pct_ENG_VW_ACSMOE_08_12,pct_Rel_Family_HHDS_CEN_2010,pct_Rel_Family_HHD_ACS_08_12,pct_Rel_Family_HHD_ACSMOE_08_12,pct_MrdCple_HHD_CEN_2010,pct_MrdCple_HHD_ACS_08_12,pct_MrdCple_HHD_ACSMOE_08_12,pct_Not_MrdCple_HHD_CEN_2010,pct_Not_MrdCple_HHD_ACS_08_12,pct_Not_MrdCple_HHD_ACSMOE_08_12,pct_Female_No_HB_CEN_2010,pct_Female_No_HB_ACS_08_12,pct_Female_No_HB_ACSMOE_08_12,pct_NonFamily_HHD_CEN_2010,pct_NonFamily_HHD_ACS_08_12,pct_NonFamily_HHD_ACSMOE_08_12,pct_Sngl_Prns_HHD_CEN_2010,pct_Sngl_Prns_HHD_ACS_08_12,pct_Sngl_Prns_HHD_ACSMOE_08_12,pct_HHD_PPL_Und_18_CEN_2010,pct_HHD_PPL_Und_18_ACS_08_12,pct_HHD_PPL_Und_18_ACSMOE_08_12,avg_Tot_Prns_in_HHD_CEN_2010,avg_Tot_Prns_in_HHD_ACS_08_12,avg_Tot_Prns_in_HHD_ACSMOE_08_12,pct_Rel_Under_6_CEN_2010,pct_Rel_Under_6_ACS_08_12,pct_Rel_Under_6_ACSMOE_08_12,pct_HHD_Moved_in_ACS_08_12,pct_HHD_Moved_in_ACSMOE_08_12,pct_PUB_ASST_INC_ACS_08_12,pct_PUB_ASST_INC_ACSMOE_08_12,pct_Tot_Occp_Units_CEN_2010,pct_Tot_Occp_Units_ACS_08_12,pct_Tot_Occp_Units_ACSMOE_08_12,pct_Vacant_Units_CEN_2010,pct_Vacant_Units_ACS_08_12,pct_Vacant_Units_ACSMOE_08_12,pct_Renter_Occp_HU_CEN_2010,pct_Renter_Occp_HU_ACS_08_12,pct_Renter_Occp_HU_ACSMOE_08_12,pct_Owner_Occp_HU_CEN_2010,pct_Owner_Occp_HU_ACS_08_12,pct_Owner_Occp_HU_ACSMOE_08_12,pct_Single_Unit_ACS_08_12,pct_Single_Unit_ACSMOE_08_12,pct_MLT_U2_9_STRC_ACS_08_12,pct_MLT_U2_9_STRC_ACSMOE_08_12,pct_MLT_U10p_ACS_08_12,pct_MLT_U10p_ACSMOE_08_12,pct_Mobile_Homes_ACS_08_12,pct_Mobile_Homes_ACSMOE_08_12,pct_Crowd_Occp_U_ACS_08_12,pct_Crowd_Occp_U_ACSMOE_08_12,pct_NO_PH_SRVC_ACS_08_12,pct_NO_PH_SRVC_ACSMOE_08_12,pct_No_Plumb_ACS_08_12,pct_No_Plumb_ACSMOE_08_12,pct_Recent_Built_HU_ACS_08_12,pct_Recent_Built_HU_ACSMOE_08_12
1103,2713530,MINNESOTA,Hastings Public School District,Dakota County,402,89,70,75-79,100,3,2.812,0,4860,0,0,100,0,48.95,49.5422177,3.217676537,51.05,50.4577823,3.651620965,7.72,7.37,0.35,91.94303154,8.574136791,7.855720292,4.646907858,92.14427971,4.373521286,64.78128179,6.240794376,8.385678392,3.890382436,27.3241206,4.555489467,94.79145473,2.389667551,7.083065035,3.564146889,95.34976153,2.753785761,4.650238474,2.436625475,99.16581892,10.10057203,21.78908494,1.546783625,94.48626653,4.078092734,5.513733469,3.660516459,2.075279756,1.41612202,3.438453713,2.776047845,0,0.472193075,0,0.472193075,0,0.472193075,0,0.472193075,0,0.472193075,61.31,61.75236097,5.91764497,43.08,43.44176285,6.444458108,56.92,56.55823715,8.874624673,13.26,12.43441763,4.890178507,38.69,38.24763904,6.640418613,32.32,29.17103883,5.57294234,30.23,29.53830011,5.622190379,2.342,2.411332634,0.145947925,21.81,20.81563297,9.067493296,16.52675761,5.920441717,0,0.472193075,94.57,93.3855953,2.996386774,5.43,6.614404704,4.794208447,34.99,34.83735572,5.431023468,65.01,65.16264428,5.20602845,73.05242528,7.057343607,7.545320921,3.907907152,19.4022538,5.431858235,0,0.440960314,2.675760756,2.882342801,2.151101784,1.780408401,0.881920627,1.028297127,0,0.440960314
1104,2714220,MINNESOTA,Eden Prairie Public School District,Hennepin County,785,84,94,50-54,100,3,3.294,6860,0,110,98.42,0,1.58,49.9,47.38119024,1.310333618,50.1,52.61880976,3.013458526,0,0,0,93.77765092,0.877419883,19.43387612,6.056889282,80.56612388,2.899456572,58.99814471,4.452792717,1.427189163,1.618925715,70.34349299,7.295963131,100,7.568575509,1.726844584,1.867273407,96.91780822,8.254190496,3.082191781,1.833807111,99.6003996,0.275490832,7.092706692,0.380093467,84.50121307,6.35650847,15.49878693,4.896706804,5.408876837,2.767835437,10.08991009,4.563568036,0,0.561797753,0,0.561797753,1.217228464,1.918560491,0,0.561797753,1.217228464,2.012236034,87.96,90.35580524,3.49391234,80.18,77.20037453,5.82066005,19.82,22.79962547,6.412107721,5.61,7.209737828,3.022756337,12.04,9.644194757,4.658039691,10.45,9.41011236,4.706214591,56.29,62.07865169,5.390155591,3.1538,3.280430712,0.072876859,24.28,20.77720207,5.391430938,3.043071161,2.148455157,0,0.561797753,96.05,96.65158371,3.241731399,3.95,3.34841629,4.251751557,4.66,4.72846442,4.30095869,95.34,95.27153558,3.719385466,99.00452489,6.597888127,0,0.542986425,0.995475113,1.764356093,0,0.542986425,1.54494382,1.918001159,1.5917603,1.824197106,0.678733032,1.040448245,0,0.542986425
1105,2714260,MINNESOTA,Hopkins Public School District,Hennepin County,567,81,142,60-64,100,2,1.485,2204,0,0,100,0,0,48.32,46.59498208,3.178114787,51.68,53.40501792,4.665173888,0,0,0,98.05427547,12.08117114,8.302872063,4.855564464,91.69712794,4.182084404,75.7296467,9.074782834,2.366463827,2.290683519,69.64164976,7.55914178,100,12.38251506,3.481822837,1.97351995,96.66666667,3.040207666,3.333333333,2.815267842,100,12.38251506,9.882232463,0.865264594,88.47926267,5.451033018,11.52073733,5.905247953,9.216589862,5.625982233,2.304147465,1.677621025,0,1.022727273,0,1.022727273,0,1.022727273,0,1.022727273,0,1.022727273,57.95,59.31818182,5.348465823,49.4,50.45454546,4.034042497,50.6,49.54545455,9.110439846,5.47,5.340909091,3.605417328,42.05,40.68181818,8.345190036,32.41,33.06818182,7.881738043,25.15,23.63636364,4.912851695,2.1909,2.214772727,0.276219001,14.92,9.961685824,7.946782156,6.590909091,3.819214981,0,1.022727273,93.67,89.52187182,6.298044795,6.33,10.47812818,7.608760442,26.64,18.29545455,6.035956875,73.36,81.70454546,1.950263002,81.48524924,4.382479995,0,0.915564598,18.51475076,6.742371522,0,0.915564598,0,0,1.590909091,1.812705334,2.238046796,2.540370743,0,0.915564598
1106,2715030,MINNESOTA,Inver Grove Heights Schools,Dakota County,257,86,60,70-79,100,2,1.663,3365,0,0,100,0,0,48.77,47.94064204,5.554621795,51.23,52.05935797,4.724603984,0.12,0,0.12,95.42701393,7.779198233,10.34592193,5.936688315,89.65407807,4.078556645,66.6262871,5.44477227,3.318181818,1.762348076,33.86363636,6.484471851,100,8.180338898,13.87038159,4.348161435,91.36476427,4.991313056,8.635235732,4.187081298,99.45487583,8.093907593,13.64190012,0.780961396,90.4300424,2.675240104,9.569957602,5.27082944,1.362810418,1.512180485,8.207147184,5.03521095,0.827689993,1.278863708,2.332580888,3.535650313,0,0.677200903,0,0.677200903,3.16027088,3.836045159,70.63,63.05492852,5.404664914,59.79,52.82167043,5.917030759,40.21,47.17832957,6.898363944,7.7,8.35214447,3.752051544,29.37,36.94507148,5.74020109,23.09,29.34537246,6.016873547,28.55,25.50790068,4.664575305,2.512,2.478555305,0.11706923,15.56,15.03579952,7.753772193,4.89089541,4.361178568,3.762227239,2.404601535,97.45,100,4.682121651,2.55,0,0.677200903,12.86,12.03912716,4.119210702,87.14,87.96087284,3.929389799,88.41234011,7.982903219,2.859292701,2.330659191,8.728367193,5.259184986,0,0.677200903,0,0,1.354401806,1.428942957,0,0.677200903,0,0.677200903
1107,2717780,MINNESOTA,Lakeville Public School District,Dakota County,999,91,80,65-69,100,3,1.904,6062,0,0,100,0,0,50.76,50.57698648,2.556793345,49.24,49.42301352,2.110307412,0.1,0,0.1,94.69172437,2.012192243,2.994428969,2.20748944,97.00557103,2.305534404,63.30365974,0.81527804,1.875,1.300130331,46.71875,6.560664486,99.50544016,4.953981937,1.391650099,1.457122608,95.8547819,2.371183746,4.145218098,1.610294931,99.34058688,0.636550272,9.89047461,0.359444729,97.37883284,0.55739189,2.621167161,1.761436083,1.401252885,1.10337891,1.219914276,1.186141093,0,0.570071259,0,0.570071259,0.665083135,1.140028645,0,0.570071259,0.665083135,1.282559113,84.29,78.09976247,3.834026805,72.17,66.03325416,4.724599283,27.83,33.96674584,6.216549512,7.85,9.216152019,4.317269978,15.71,21.90023753,4.146713519,11.68,15.24940618,4.879143221,47.96,41.23515439,4.108300272,3.0099,2.878384798,0.076563388,18.63,16.18004866,5.894894006,7.600950119,4.461759355,0,0.570071259,97.53,99.05882353,1.16601307,2.47,0.941176471,1.129235891,7.7,6.698337292,3.84455726,92.3,93.30166271,3.114005161,94.96470588,5.074895441,2.682352941,3.293627866,0,0.564705882,2.352941177,1.646304966,0,0,2.185273159,2.18463169,0,0.564705882,0,0.564705882
1108,2718780,MINNESOTA,Mankato Public School District,Blue Earth County,539,83,150,70-74,100,3,1.862,3329,0,0,100,0,0,45.78,45.94976009,5.2471791,54.22,54.05023991,5.943216357,7.27,2.25,5.02,97.1493085,2.062945745,6.391632772,5.697673566,93.60836723,10.45374024,76.34772791,8.589965695,12.49537893,4.368788002,30.94269871,5.415320569,93.90347163,1.442902612,12.98467088,5.759837578,95.36348025,15.3284528,4.636519748,3.682223464,99.74597799,11.58076165,14.3180532,1.174939283,95.20180638,10.40103506,4.798193621,5.404787562,0.141123342,0.25375743,4.657070279,5.377324622,1.142857143,1.826777429,0,0.514285714,0,0.514285714,2.114285714,2.967649583,3.257142857,3.535331931,46.65,38.62857143,4.012488563,38.83,31.2,3.671506906,61.17,68.8,7.050109313,5.49,6.857142857,3.855217052,53.35,61.37142857,6.163143388,45.01,51.31428571,6.543358549,15.91,15.02857143,4.033217504,1.9489,1.885714286,0.084858969,19.22,15.97633136,7.731447441,10.85714286,4.853696753,6.057142857,3.459190433,92.69,92.93680297,5.194782622,7.31,7.063197026,4.876128951,41.92,52.05714286,6.049911274,58.08,47.94285714,4.6657412,51.14179501,5.686725431,15.93202337,6.708776666,32.92618163,6.263901389,0,0.477960701,0,0,3.542857143,3.018149343,1.274561869,2.017292866,0,0.477960701
1109,2721240,MINNESOTA,Minneapolis Public School District,Hennepin County,2480,50,1485,42,100,5,0.831,5308,0,0,100,0,0,46.87,42.94998031,3.239386054,53.13,57.05001969,4.388493103,4.79,4.63,0.15,93.18629382,10.86170269,10.3761623,3.884588293,89.6238377,2.946151729,74.06459236,1.60313537,1.914384472,1.800304885,64.4509439,6.387395271,94.84048838,11.20835992,8.949335548,4.486795831,93.35151722,2.824047211,6.648482782,3.379804436,97.912564,11.64198379,21.07803701,1.763568664,95.0571091,11.33204729,4.942890902,2.745103776,3.07207562,2.07123887,1.870815282,1.666409003,0,0.571973308,0,0.571973308,0,0.571973308,0,0.571973308,0,0.571973308,58.39,51.2392755,6.75893607,46.08,41.51572927,5.897328511,53.92,58.48427073,8.590530296,9.31,9.723546235,4.339591664,41.61,48.7607245,7.667663116,31.47,35.65300286,8.163418463,31.66,32.36415634,5.881038453,2.329,2.291229743,0.118016355,26.2,26.23255814,9.67893882,15.39561487,5.535153015,1.286939943,1.522979006,97.4,92.1387791,5.63405374,2.6,7.861220905,5.706759713,26.68,20.59103909,5.610812788,73.32,79.40896092,4.540103467,74.48397014,5.753679888,15.85419412,6.00700771,9.661835749,3.463241732,0,0.527009223,0,0,1.811248808,1.664118636,0,0.527009223,0.658761528,1.053923108
1110,2721420,MINNESOTA,Moorhead Public School District,Clay County,435,68,148,40-44,100,2,6.919,1899,0,288,86.83,0,13.17,50.71,48.22627037,5.973885059,49.29,51.77372963,5.471502809,0.41,0,0.41,94.72674976,2.526857305,1.771255061,1.560226322,98.22874494,2.417971794,66.68264621,7.236575905,3.738317757,2.144010357,31.99137311,4.773756548,99.90412272,0.388263125,12.52399232,8.226558331,98.96551724,0.858121626,1.034482759,0.940828924,98.80153404,0.427257119,3.639010189,0.323114442,98.37008629,2.261557623,1.629913711,1.479050903,1.006711409,0.858264186,0.623202301,0.909155699,0.5,0.874196059,0,1.125,0,1.125,0,1.125,0.5,1.374488541,79.29,81,5.010987927,67.42,66.25,4.190647138,32.58,33.75,9.674335814,8.96,11.375,7.702900605,20.71,19,6.341874723,15.15,17.25,5.730779697,37.63,39.625,6.199482558,2.75,2.6025,0.124009687,19.27,14.50617284,5.373563843,5.375,3.476706809,1.125,1.121831476,94.06,95.01187649,4.043292953,5.94,4.988123515,4.026237003,13.89,14.625,5.898886779,86.11,85.375,2.13599865,85.74821853,7.162233642,2.494061758,2.846191581,4.988123515,2.23540578,6.413301663,4.614863762,1.625,2.371870883,0,1.125,2.612826603,3.797047921,0,1.068883611
1111,2722950,MINNESOTA,Mounds View Public School District,Ramsey County,907,89,199,75-79,100,2,0.945,3697,0,0,100,0,0,48.9,52.43259086,4.972036714,51.1,47.56740914,3.274357054,0.84,0,0.84,92.2919109,3.709005741,11.30517625,6.942773101,88.69482375,1.726597843,67.37983587,1.957846853,4.958677686,2.984965614,51.89212701,6.240351715,99.73622509,0.406321223,4.319717896,2.426943906,95.09754877,2.199945328,4.902451226,2.977954475,98.27080891,1.654232043,13.27169699,0.775798571,92.17467761,7.193141687,7.825322392,3.460071486,3.751465416,2.394089746,4.073856975,2.48074747,0.797679478,1.232537958,0.580130529,0.870016395,1.377810007,1.739885606,0,0.652646846,2.755620015,2.391566248,77.48,70.19579405,5.31490574,62.69,52.93691081,5.042190073,37.31,47.0630892,8.583091217,10.89,15.08339376,5.928565853,22.52,29.80420595,6.169986114,17.14,19.50688905,5.333217143,36.42,30.38433648,5.506536926,2.6976,2.456852792,0.113959741,19.18,20.97107438,7.662427334,14.72081218,6.292968137,4.35097897,2.752431811,97,100,4.307249429,3,0,0.652646846,22.74,28.7164612,5.147399146,77.26,71.2835388,5.144393086,76.35968093,7.326461889,2.973168963,2.463891295,20.66715011,7.588150455,0,0.652646846,0,0,1.160261059,1.377356762,0,0.652646846,0,0.652646846
1112,2723820,MINNESOTA,North Branch Public Schools,Chisago County,251,79,42,50-59,100,3,17.002,0,4497,1774,0,71.71,28.29,49.8,46.3551702,3.096386088,50.2,53.6448298,3.490483194,1.8,1.26,0.54,95.52023121,6.998735106,6.185913599,2.755383574,93.8140864,3.782108186,59.26461143,1.655748864,4.714169602,2.449538554,14.06123002,4.364209476,99.34168272,0.156219889,5.80248909,2.844654002,92.474413,12.65307506,7.525586996,3.226812178,99.48619139,0.336154945,13.10522918,0.68741115,97.71997431,1.382632473,2.28002569,1.117602031,1.605651895,1.056392145,0.674373796,0.576955832,0,0.557361821,0,0.557361821,0,0.557361821,0,0.557361821,0,0.557361821,73.42,71.24941942,4.29639587,59.3,60.65954482,4.64597109,40.7,39.34045518,7.740613094,9.4,6.36321412,3.232518719,26.58,28.75058059,6.83416407,19.89,18.4393869,5.952911106,44.41,47.05062703,4.464348364,2.8222,2.863446354,0.217430352,27.47,22.88135593,7.932450001,10.49698096,5.170133068,6.456107757,4.165210968,96.17,98.17601459,7.731014853,3.83,1.823985408,2.825295596,16.22,17.46400372,5.914693661,83.78,82.53599628,3.713046423,82.80893753,4.066348476,4.012767898,3.503833091,4.787961696,3.317745969,8.390332877,4.535217056,3.390617743,2.501234513,1.579191825,1.576818226,3.237574099,3.323735812,0,0.547195622
1113,2723850,MINNESOTA,North St. Paul-Maplewood School District,Washington County,971,78,325,64,100,2,2.369,4856,0,0,100,0,0,49.05,52.30243314,4.116314908,50.95,47.69756686,2.262632885,1.92,0.04,1.87,93.60546954,2.641084937,16.51987111,4.565431632,83.48012889,2.365426016,65.31268852,5.003231558,10.03694581,2.815842774,24.29187192,4.123146888,96.94349487,7.698434431,11.59510475,4.496317376,92.85203717,12.09406784,7.147962831,2.339225326,98.45163885,1.609851857,12.15277778,0.714869281,91.09189624,2.075793118,8.90810376,2.994384606,5.529861251,2.189763406,3.37824251,1.658060629,1.178882624,0.66400199,0,0.461301897,1.281394157,1.433888866,0,0.461301897,2.460276781,1.63607633,63.54,64.7360328,4.922140597,46.65,45.97642235,5.974508322,53.35,54.02357765,7.090868363,10.5,12.14761661,4.37061779,36.46,35.2639672,5.279956346,30.16,28.95950795,5.470256861,28.88,33.26499231,3.954477158,2.4388,2.470527934,0.069837568,20.55,21.85273159,7.672461005,7.43208611,3.57074624,1.435161456,1.022879006,95.27,97.99095932,1.47126666,4.73,2.009040683,2.208119247,16.54,18.86212199,5.359811364,83.46,81.13787801,5.010719281,66.54947263,5.528723807,4.520341537,3.610623494,13.91260673,4.983949877,15.01757911,2.886296324,2.716555613,1.326478875,1.896463352,1.53507029,0.552486188,0.853485048,0,0.452034154
1114,2725050,MINNESOTA,Onamia Public School District,Mille Lacs County,66,57,42,40-49,100,2,93.085,0,0,3123,0,0,100,50.72,49.81949459,3.028360023,49.28,50.18050542,2.844531367,5.25,4.96,0.29,91.5982934,2.183158778,10.8563239,2.78825491,89.1436761,3.28101446,62.45487365,1.47422028,16.44771414,3.858357903,9.93168681,2.024927019,93.43616672,8.87364721,30.73410608,5.377653047,86.59035159,4.783383113,13.40964841,3.95339751,98.22776502,9.728442301,15.87036418,1.108221221,98.85132918,1.061459341,1.148670824,0.915388546,0.984574992,0.850491832,0.164095832,0.29514757,0,0.782608696,0,0.782608696,0.086956522,0.173791426,0,0.782608696,0.086956522,0.782581679,60.93,64.17391304,3.88405873,33.19,36.69565217,4.231555034,66.81,63.30434783,5.676267738,19.75,20,4.082476731,39.07,35.82608696,4.578008671,33.36,31.04347826,4.280566097,34.94,34.52173913,3.81775907,2.5979,2.493043478,0.252013601,29.83,30.89430894,6.834236963,11.2173913,3.375589263,8.173913044,2.625432128,68.78,73.43550447,4.137726402,31.22,26.56449553,4.408261474,36.17,39.30434783,6.016010417,63.83,60.69565217,3.51216257,72.79693487,4.81855224,3.895274585,1.584893006,12.64367816,3.19681584,10.60025543,2.565729874,7.565217391,3.255556056,4.956521739,3.545896926,2.618135377,1.591225108,1.851851852,1.593825133
1115,2725200,MINNESOTA,Osseo Public School District,Hennepin County,1593,81,530,65,100,2,0.452,2416,0,0,100,0,0,43.83,43.90347163,2.934849909,56.17,56.09652837,5.50045058,3.89,3.56,0.33,90.98221846,2.17980014,21.45183806,8.953644975,78.54816194,7.079264537,64.47925487,2.025240273,16.94024951,6.099365101,25.14773473,7.172207669,93.3954276,11.59181034,24.79601088,9.318171456,84.74159147,1.441334685,15.25840853,6.366579225,97.96782388,12.02942356,8.815903198,0.750532813,75.78323455,7.060711739,24.21676545,10.45152344,7.620660457,3.707166064,16.596105,9.069006059,0,0.991189427,0.550660793,0.769821328,0.440528634,0.880439377,3.854625551,4.616534107,4.845814978,4.832207013,61.25,57.7092511,7.29623898,32.18,27.20264317,6.747634316,67.82,72.79735683,9.695716458,24.05,25.88105727,7.119744665,38.75,42.2907489,7.98514669,31.4,35.68281938,6.995986989,37.31,34.030837,5.616195389,2.5857,2.438325991,0.121191996,34.36,37.97709924,16.24368023,5.176211454,4.16703013,6.607929515,4.377402706,93.83,93.2238193,6.176703785,6.17,6.776180698,6.155621219,38.42,41.40969163,6.937533861,61.58,58.59030837,6.204324331,86.13963039,11.52380891,1.540041068,2.052684244,10.16427105,3.78216178,2.156057495,2.873757941,4.185022026,2.624524293,0,0.991189427,0,0.924024641,0,0.924024641
1116,2728050,MINNESOTA,Owatonna Public School District,Steele County,405,84,97,65-69,100,3,9.279,0,5852,199,0,96.71,3.29,49.74,47.71187841,2.474984532,50.26,52.28812159,1.709657685,0.5,0.12,0.38,94.34990914,1.223515328,2.731570653,1.288904544,97.26842935,1.68401609,65.52122914,1.165282814,7.186081694,2.265994884,36.23298033,5.320763573,98.92615232,6.552987127,5.644622579,2.977636605,96.96523276,2.523864235,3.034767236,1.90416663,99.22352553,6.447496793,12.65401265,0.568861708,98.92615232,1.874644281,1.073847679,1.238030213,1.024285478,1.221589319,0.049562201,0.099097121,0,0.533096402,0,0.533096402,0.399822301,0.577066391,0,0.533096402,0.399822301,0.799316262,76.68,73.83385162,4.060005067,66.01,64.77121279,4.070278356,33.99,35.22878721,7.783296168,7.45,5.286539316,3.541039474,23.32,26.16614838,6.44719269,19.22,23.94491337,6.384630595,36.07,35.09551311,4.208718411,2.6548,2.646379387,0.195023074,20.87,16.90734055,5.741573296,5.286539316,2.78231034,0.799644602,1.198591189,94.42,94.73905724,3.30648197,5.58,5.260942761,4.370567214,14.07,14.26032874,4.953024087,85.93,85.73967126,1.399001641,89.43602694,3.272613251,5.387205387,2.893697962,4.882154882,3.106561951,0.294612795,0.462769244,0.399822301,0.577066391,1.288316304,1.152680149,0.505050505,0.757227847,0,0.505050505
1117,2730060,MINNESOTA,Prior Lake-Savage Area Schools,Scott County,593,86,28,60-79,100,2,1.827,2621,0,0,100,0,0,47.42,46.0815047,2.539096139,52.58,53.9184953,5.145664241,0,0,0,92.44165796,12.22475846,10.73850791,6.601047806,89.26149209,4.984866018,63.67119471,8.104733801,3.993435449,2.936301206,40.48140044,6.739884888,100,13.89091691,6.931382794,3.664211003,96.72225417,2.763429015,3.277745831,2.45689973,99.40787182,1.789645894,25.68325158,2.564725543,90.28213166,12.18683942,9.717868339,5.737936297,7.384186695,5.630944732,2.333681644,1.620932838,0,0.834879406,0.742115028,1.204801434,0,0.834879406,0,0.834879406,0.742115028,1.48330762,68.98,73.46938776,4.782774339,55.73,60.20408163,6.645109829,44.27,39.79591837,8.354072825,9.02,8.998144712,3.750060881,31.02,26.53061225,6.50836012,19.74,17.99628943,6.084335427,34.49,35.62152134,5.988217286,2.4633,2.663265306,0.182146667,25.61,22.0959596,8.189567121,10.94619666,6.073617896,0,0.834879406,92.93,93.33333333,2.562536552,7.07,6.666666667,5.26361356,15.51,21.52133581,6.694782909,84.49,78.47866419,6.497890739,96.62337662,9.758792081,2.510822511,2.418753636,0.865800866,1.557427144,0,0.779220779,2.040816327,3.057841409,0.742115028,1.48330762,0,0.779220779,1.645021645,1.90176431
1118,2730090,MINNESOTA,Proctor Public School District,St. Louis County,136,87,28,GE80,91.47183785,3,2.695,2884,0,0,100,0,0,48.99,53.99043766,4.318909032,51.01,46.00956234,5.035581741,3.33,2.36,0.97,95.03493932,1.951301858,2.205882353,1.343576791,97.79411765,2.511230713,70.39352703,1.593918144,3.448275862,2.282911242,18.49529781,5.884723339,98.34497977,1.359356034,5.534779357,3.678161036,92.14521452,12.53024378,7.854785479,3.953612197,99.41154836,10.52729207,11.20976693,0.83772583,100,10.61050264,0,0.331004046,0,0.331004046,0,0.331004046,0,0.767263427,0,0.767263427,0,0.767263427,1.023017903,1.617333717,1.023017903,1.788069825,63.64,60.27280477,6.1743645,49.28,47.05882353,6.691020246,50.72,52.94117647,10.82660383,9.94,6.564364876,3.534770142,36.36,39.72719523,9.629264002,29.31,34.27109974,8.981414238,28.46,30.09377664,5.83382938,2.3687,2.272804774,0.263823183,20.96,20.79207921,7.260352173,6.052855925,3.369195475,3.665814152,2.880969326,94.61,92.58089976,12.17531639,5.39,7.419100237,6.351014609,22.43,22.76214834,6.70455844,77.57,77.23785166,6.045827943,78.76874507,3.502638473,10.18153118,5.593232196,11.04972376,5.255127311,0,0.710339384,0.937766411,1.617724426,0,0.767263427,0,0.710339384,0,0.710339384
1119,2730480,MINNESOTA,Red Wing Public School District,Goodhue County,251,84,54,60-69,100,4,1.727,0,4135,0,0,100,0,45.95,46.11770524,4.221411769,54.05,53.88229476,3.278242096,2.83,2.64,0.19,98.88724036,0.73530363,2.000500125,1.720929287,97.99949988,8.558758204,74.08506429,6.284011404,12.9506008,2.942785322,19.32576769,6.004137225,96.66172107,0.834619371,13.83985674,6.85290085,95.22788204,2.699987172,4.772117963,2.41281356,100,8.742665445,11.94362018,0.738354363,100,8.742665445,0,0.222551929,0,0.222551929,0,0.222551929,0,0.456158135,0,0.456158135,0,0.456158135,0,0.456158135,0,0.456158135,53.87,53.11708059,4.925690912,40.77,39.7871262,4.267963314,59.23,60.2128738,8.884212805,9.28,10.79574252,5.379211555,46.13,46.88291941,7.263148861,40.62,45.15965535,7.253028982,21.56,21.08464268,5.043836236,2.0479,1.969589458,0.176395339,19.49,6.965648855,4.221657432,10.13684744,4.720132719,3.649265079,2.727008716,92.63,89.15499322,3.472466791,7.37,10.84500678,5.031152848,40.62,37.65838824,6.405801541,59.38,62.34161176,4.928329914,50.83596927,6.02593257,9.444193403,3.902150828,30.18526887,6.13903012,9.534568459,3.58265151,0,0,1.621895591,1.821690303,0.677812924,1.038746865,0,0.406687754
